study_arm,TrialID,url,Scientific_title,Conditions,Date_enrollment_format,control_arm,randomisation,blinding,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,Bridging_flag,Study_design,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
main,NCT03986385,https://clinicaltrials.gov/show/NCT03986385,"Prospective, Randomized, Controlled, Multicenter, Phase III Study of Apatinib Plus Concurrent Neoadjuvant Chemoradiotherapy for Siewert II ,III of Locally Advanced HER-2 Negative Adenocarcinoma at Gastroesophageal Junction",Gastroesophageal Junction Adenocarcinoma,2019-06-01,Yes,Yes,No,No,No,No,No,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,Yes,Treatment,non_industry,180,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-06-11,Phase 3,Apatinib Plus Concurrent Neoadjuvant Chemoradiotherapy for Gastroesophageal Junction,China,Hebei Medical University,Drug: Apatinib Capecitabine Oxaliplatin;Drug: Capecitabine Oxaliplatin
main,NCT03997032,https://clinicaltrials.gov/show/NCT03997032,A Pilot Study to Assess the Effect of a 3-month Folate Supplementation on Systemic Homocysteine Plasma Concentration and Ocular Blood Flow in Patients With Diabetes,Diabetes,2017-07-31,No,No,No,No,No,No,No,No,No,CT.gov,Unreported,No,No,No,No,Yes,No,NA,Other,non_industry,25,NA,NA,NA,FALSE,Intervention model: Single Group Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,FALSE,2019-06-19,N/A,A Study to Assess the Effect of a 3-month Folate Supplementation on Systemic Homocysteine Plasma Concentration and Ocular Blood Flow in Patients With Diabetes,Austria,Medical University of Vienna,Dietary Supplement: Ocufolin
main,NCT03844217,https://clinicaltrials.gov/show/NCT03844217,Copeptin After an Oral Stimulation With Macimorelin in Healthy Volunteers - The Macicop-Study,Polyuria-polydipsia Syndrome,2019-03-07,NA,No,No,No,No,No,No,No,Yes,CT.gov,Unreported,No,No,No,No,Yes,No,NA,Other,non_industry,28,NA,NA,NA,FALSE,Intervention model: Sequential Assignment. Primary purpose: Diagnostic. Masking: None (Open Label).,FALSE,2019-02-14,N/A,Copeptin After an Oral Stimulation With Macimorelin in Healthy Volunteers,Switzerland,"University Hospital, Basel, Switzerland",Drug: Macimorelin 0.5mg/kg body weight;Drug: Macimorelin 0.75mg/kg body weight
main,NCT04209959,https://clinicaltrials.gov/show/NCT04209959,Comparison of Efficacy and Safety of Different Doses of Nifekalant Instant Cardioversion of Persistent Atrial Fibrillation During Radiofrequency Ablation:a Single-center Randomized Controlled Trial,Atrial Fibrillation,2019-01-01,Yes,Yes,Yes,No,No,Yes,No,No,No,CT.gov,Phase 4,No,No,No,Yes,No,No,No,Treatment,non_industry,300,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Single (Investigator).,FALSE,2019-12-03,Phase 4,Comparison of Efficacy and Safety of Different Doses of Nifekalant Instant Cardioversion of Persistent Atrial Fibrillation During Radiofrequency Ablation,China,Second Affiliated Hospital of Nanchang University,Drug: nifekalant
main,NCT03878589,https://clinicaltrials.gov/show/NCT03878589,Mechanisms Underlying Oxytocin's Analgesia in Older Adults,Knee Osteoarthritis;Osteoarthritis,2019-08-06,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,NA,Treatment,non_industry,210,NA,Yes,NA,FALSE,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2019-03-12,Phase 2/Phase 3,"Understanding Cognition, Oxytocin & Pain in Elders",United States,University of Florida,Drug: Oxytocin (OT);Drug: Placebo (P)
main,NCT03826628,https://clinicaltrials.gov/show/NCT03826628,"A Phase 2/3, Multi-Center, Double-Blind, Placebo-Controlled, Randomized, Parallel-Group, Dose-Response Comparison of the Efficacy and Safety of a Topical Rapamycin Cream for the Treatment of Facial Angiofibromas (FA) Associated With Tuberous Sclerosis Complex (TSC) in Patients 6 Years of Age and Over",Facial Angiofibroma;Tuberous Sclerosis,2019-07-28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,Yes,Yes,Yes,Treatment,industry,120,NA,Yes,NA,EUCTR2019-000752-34-HU,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2019-01-29,Phase 2/Phase 3,Dose-Ranging Efficacy and Safety Study of Topical Rapamycin Cream for Facial Angiofibroma Associated With Tuberous Sclerosis Complex,United States;Australia;Czechia;Hungary;New Zealand;Slovakia;Spain;Australia;Czechia;Hungary;New Zealand;Slovakia;Spain;United States;United Kingdom,Dermatology Specialties Limited Partnership,Drug: rapamycin;Drug: placebo
main,NCT03887000,https://clinicaltrials.gov/show/NCT03887000,Effect of Magnesium on Stress in Fibromyalgia: Randomized Double-blind Placebo Controlled Trial,Fibromyalgia,2019-03-28,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Unreported,No,No,No,No,Yes,No,NA,Other,non_industry,75,NA,Yes,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: None (Open Label).,FALSE,2019-03-07,N/A,"Magnesium, Stress and Fibromyalgia",France,"University Hospital, Clermont-Ferrand",Other: magnesium;Other: placebo
main,NCT03913559,https://clinicaltrials.gov/show/NCT03913559,Inotuzumab Ozogamicin for Children With MRD Positive CD22+ Lymphoblastic Leukemia,Acute Lymphoblastic Leukemia,2019-05-14,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,NA,Treatment,non_industry,32,NA,Yes,NA,FALSE,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-04-09,Phase 2,Inotuzumab Ozogamicin for Children With MRD Positive CD22+ Lymphoblastic Leukemia,United States,St. Jude Children's Research Hospital,Drug: Inotuzumab ozogamicin;Drug: Methotrexate;Drug: Hydrocortisone;Drug: Cytarabine;Drug: Diphenhydramine;Drug: Acetaminophen;Drug: Methylprednisolone
main,NCT04163835,https://clinicaltrials.gov/show/NCT04163835,"The Dose-Effect Relationship of Wenxin Granules in the Treatment of Atrial Premature Beats of Deficiency of Both Qi and Yin and Heart Vessel Stasis and Obstruction Syndrome : A Randomized, Double-blind, Placebo-controlled Clinical Trial Study",Atrial Premature Complexes,2015-09-01,Yes,Yes,Yes,Yes,No,Yes,No,No,No,CT.gov,Phase 4,No,No,No,Yes,No,No,NA,Treatment,non_industry,150,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2019-10-29,Phase 4,The Dose-Effect Relationship of Wenxin Granules in the Treatment of Atrial Premature Beats,China,China Academy of Chinese Medical Sciences,Drug: Normal-dose Wenxin Granules;Drug: 1/2 Normal-dose Wenxin Granules;Drug: Twice Normal-dose Wenxin Granules;Drug: Placebo
main,NCT03973112,https://clinicaltrials.gov/show/NCT03973112,"A Single-arm, Open, Multicenter, Phase II Clinical Study Evaluating the Use of HLX10 (Recombinant Anti-pd-1 Humanized Monoclonal Antibody Injection) in Combination With HLX04 (Recombinant Anti-vegf Humanized Monoclonal Antibody Injection) for the Treatment of Advanced Hepatocellular Carcinoma (HCC) Patients With Disease Progression or Intolerant Toxicity After Standard Treatment",Hepatocellular Carcinoma,2019-09-24,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,Yes,Treatment,NA,150,NA,NA,NA,FALSE,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-06-02,Phase 2,A Clinical Study Evaluating the Use of HLX10 in Combination With HLX04 for the Treatment of Advanced Hepatocellular Carcinoma (HCC) Patients With Disease Progression or Intolerant Toxicity After Standard Treatment,China,Shanghai Henlius Biotech,Drug: HLX10+HLX04
main,NCT03839134,https://clinicaltrials.gov/show/NCT03839134,The Effectiveness of Automated Soft Tissue Vibration in Reducing Pain and Accelerating Action of Intraoral Local Anesthesia Injections in Adult Dental Patients. A Randomized Crossover Clinical Trial.,"Anesthetics, Local",2019-03-20,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,CT.gov,Unreported,No,No,No,Yes,No,No,NA,Other,non_industry,166,NA,Yes,NA,FALSE,"Allocation: Non-Randomized. Intervention model: Crossover Assignment. Primary purpose: Supportive Care. Masking: Double (Investigator, Outcomes Assessor).",FALSE,2019-01-30,N/A,The Effectiveness of Soft Tissue Vibration in Reducing Pain of Local Anesthesia Injection in Adult Dental Patients,Saudi Arabia,Riyadh Colleges of Dentistry and Pharmacy,Device: DentalVibe® Comfort Injection System;Drug: Lidocaine Epinephrine
main,NCT04173780,https://clinicaltrials.gov/show/NCT04173780,Topical 0.01% Atropine for the Control of Fast Progressing Myopia,Myopia Progressing;Childhood,2020-02-12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Treatment,non_industry,160,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Care Provider, Investigator).",FALSE,2019-11-20,Phase 2/Phase 3,Topical 0.01% Atropine for the Control of Fast Progressing Myopia,France,"University Hospital, Strasbourg, France",Drug: Atropine 0.01%;Drug: Placebo
main,NCT04145037,https://clinicaltrials.gov/show/NCT04145037,"An Adaptive, Open-Label, Multinational Phase 1/2 Study Of The Safety and Efficacy of Ex Vivo, Lentiviral Vector-Mediated Gene Therapy AVR-RD-02 for Subjects With Type 1 Gaucher Disease",Gaucher Disease,2019-05-30,Yes,No,No,No,No,No,No,No,No,CT.gov,Phase 2,No,Yes,No,No,No,Yes,Yes,Treatment,NA,16,NA,NA,NA,FALSE,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-08-27,Phase 1/Phase 2,Phase 1/2 Lentiviral Vector Gene Therapy - The GuardOne Trial of AVR-RD-02 for Subjects With Type 1 Gaucher Disease,Australia;Canada;Australia;Canada,AvroBio,Drug: AVR-RD-02
main,NCT03915366,https://clinicaltrials.gov/show/NCT03915366,"Empirical Treatment Against Cytomegalovirus and Tuberculosis in HIV-infected Infants With Severe Pneumonia: a Multicenter, Open-label Randomized Controlled Clinical Trial",Pneumonia;HIV/AIDS;Tuberculosis;Cytomegalovirus Infections,2020-01-01,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Phase 3,Yes,No,No,No,Yes,No,Yes,Treatment,non_industry,624,NA,Yes,NA,FALSE,Allocation: Randomized. Intervention model: Factorial Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-04-10,Phase 2/Phase 3,Empirical Treatment Against Cytomegalovirus and Tuberculosis in HIV-infected Infants With Severe Pneumonia,Côte D'Ivoire;France;Italy;Malawi;Mozambique;Netherlands;Spain;Uganda;United Kingdom;Zambia;Zimbabwe;Côte D'Ivoire;France;Italy;Malawi;Mozambique;Netherlands;Spain;Uganda;United Kingdom;Zambia;Zimbabwe,Hospital Universitario 12 de Octubre,Drug: Valganciclovir Oral Solution [Valcyte];Drug: Tuberculostatic Agents
main,NCT04208620,https://clinicaltrials.gov/show/NCT04208620,"A Phase 1 Randomized, Blinded, Placebo-controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Cotadutide in Japanese Obese Subjects With Type 2 Diabetes Mellitus",Type 2 Diabetes,2020-01-21,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,NA,Treatment,industry,16,NA,NA,NA,JPRN-JapicCTI-205123,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2019-12-01,Phase 1,Safety and Tolerability Study of Cotadutide in Japanese Obese Subjects With Type 2 Diabetes Melitus,Japan,AstraZeneca,Drug: Placebo;Drug: Cotadutide
main,NCT04000919,https://clinicaltrials.gov/show/NCT04000919,"The Effects of 5-hydroxytryptophan (5-HTP) and L-3,4-dihydroxyphenylalanine (L-DOPA) Supplementation on Central Nervous System Excitability and Motor Function in Individuals With Spinal Cord Injury",Spinal Cord Injuries,2019-06-19,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,NA,Other,NA,30,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor).",FALSE,2019-06-19,Phase 2/Phase 3,Effects of 5HTP and LDOPA on CNS Excitability After SCI,United States,Jessica M D'Amico,Drug: 5HTP;Drug: L-DOPA;Drug: Placebo oral tablet;Drug: Carbidopa
main,NCT04032093,https://clinicaltrials.gov/show/NCT04032093,"A PHASE 2B, RANDOMIZED, PLACEBO-CONTROLLED, OBSERVER-BLINDED TRIAL TO EVALUATE THE SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF A RESPIRATORY SYNCYTIAL VIRUS (RSV) VACCINE IN PREGNANT WOMEN 18 THROUGH 49 YEARS OF AGE AND THEIR INFANTS",Respiratory Tract Infection,2019-08-07,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,CT.gov,Phase 2,Yes,Yes,Yes,No,No,Yes,Yes,Prevention,industry,650,Yes,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,2019-07-22,Phase 2,"A PHASE 2B PLACEBO-CONTROLLED, RANDOMIZED STUDY OF A RESPIRATORY SYNCYTIAL VIRUS (RSV) VACCINE IN PREGNANT WOMEN",United States;Argentina;Chile;New Zealand;South Africa;Argentina;Chile;New Zealand;South Africa;United States;Australia,Pfizer,Biological: RSV vaccine;Biological: Placebo
main,NCT03891550,https://clinicaltrials.gov/show/NCT03891550,Micro-elimination of Hepatitis C Virus Infection With Pan-genotypic DAA Regimen in Hepatitis C Highly Endemic and Contagious Community (ERASE-C),Hepatitis C,2019-05-13,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 3,No,No,No,Yes,No,No,NA,Treatment,non_industry,135,NA,NA,NA,FALSE,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-03-25,Phase 3,Micro-elimination of Hepatitis C Virus Infection in Uremics,Taiwan,Kaohsiung Medical University Chung-Ho Memorial Hospital,Drug: Epclusa
main,NCT03979365,https://clinicaltrials.gov/show/NCT03979365,"A Prospective, Randomized, Multicenter, Open-Label, Pilot Study to Investigate Medication Adherence & Patient Reported Symptom Occurrence & Interference w/ Daily Life Comparing Envarsus XR® & Immediate Release Tacrolimus in Adult Renal Transplant Recipients (SIMPLE)",Kidney Transplant Recipients,2019-07-18,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,Yes,Other,non_industry,240,NA,NA,NA,FALSE,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Supportive Care. Masking: None (Open Label).,FALSE,2019-05-22,Phase 4,Envarsus XR Compared to Immediate Release Tacrolimus,United States,Mayo Clinic,Drug: Envarsus XR;Drug: Tacrolimus twice daily
main,NCT03957499,https://clinicaltrials.gov/show/NCT03957499,Analgesic Efficacy of Fascia Iliaca Compartment Block With Bupivacaine Versus Bupivacaine With Dexamethasone or Magnesium Sulphate for Dynamic Hip Screw Surgeries Randomized Double Blinded Comparative Study,Analgesia,2019-05-01,Yes,Yes,Yes,Yes,Yes,No,No,No,No,CT.gov,Phase 1,Yes,No,No,No,No,No,NA,Treatment,NA,60,NA,Yes,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",TRUE,2019-05-13,Phase 1,Analgesic Efficacy of Fascia Iliaca Compartment Block,Egypt,Samaa Rashwan,Drug: Bupivacaine;Drug: Dexamethasone/bupivacaine;Drug: Magnesium Sulfate/bupivacaine
main,NCT04404517,https://clinicaltrials.gov/show/NCT04404517,Correlation of Serum Adalimumab Levels at an Administration of 40 mg Weekly vs 80 mg Every Two Weeks,Inflammatory Bowel Diseases,2019-10-01,Yes,Yes,No,No,No,No,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,NA,Treatment,non_industry,20,NA,Yes,NA,FALSE,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-09-16,Phase 3,Correlation of Serum Adalimumab Levels at an Administration of 40 mg Weekly vs 80 mg Every Two Weeks,Spain,Hospital Universitario La Paz,Drug: Adalimumab
main,NCT04139070,https://clinicaltrials.gov/show/NCT04139070,Electrochemotherapy for Non-curable Gastric Cancer,Gastric Cancer,2020-06-15,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 1,No,No,No,No,Yes,No,NA,Treatment,non_industry,8,NA,Yes,NA,FALSE,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-10-23,Phase 1,Electrochemotherapy for Non-curable Gastric Cancer,Denmark,Zealand University Hospital,Drug: Bleomycin
main,NCT03862807,https://clinicaltrials.gov/show/NCT03862807,"An Open-label Study to Evaluate Safety, Efficacy and Pharmacokinetics (PK) of Patisiran-LNP in Patients With Hereditary Transthyretin-mediated Amyloidosis (hATTR Amyloidosis) With Disease Progression Post-Orthotopic Liver Transplant","Amyloidosis, Familial;Transthyretin Amyloidosis",2019-03-27,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Treatment,industry,20,NA,NA,NA,FALSE,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-02-28,Phase 3,Patisiran in Patients With Hereditary Transthyretin-mediated Amyloidosis (hATTR Amyloidosis) Disease Progression Post-Liver Transplant,France;Germany;Italy;Portugal;Spain;Sweden;United Kingdom;France;Germany;Italy;Portugal;Spain;Sweden;United Kingdom,Alnylam Pharmaceuticals,Drug: Patisiran
main,NCT04022941,https://clinicaltrials.gov/show/NCT04022941,"Efficacy and Safety of Sodium Benzoate in the Management of Hyperammonemia in Infants, Children and Adolescents With Chronic Liver Disese - A Randomised Controlled Trial.",Chronic Liver Disease,2017-04-01,Yes,Yes,Yes,Yes,No,Yes,No,No,No,CT.gov,Unreported,No,No,No,Yes,No,No,NA,Treatment,non_industry,108,NA,NA,NA,FALSE,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,2019-07-07,N/A,"Efficacy and Safety of Sodium Benzoate in the Management of Hyperammonemia in Infants, Children and Adolescent With Chronic Liver Disease.",India,"Institute of Liver and Biliary Sciences, India",Drug: Sodium Benzoate;Other: Powdered table sugar as palcebo
main,NCT04096417,https://clinicaltrials.gov/show/NCT04096417,"A Phase II, Multicenter, Single-Arm Study of Pemigatinib in Patients With Metastatic or Unresectable Colorectal Cancer Harboring FGFR Alterations",FGFR1 Gene Amplification;FGFR1 Gene Mutation;FGFR1 Gene Translocation;FGFR2 Gene Amplification;FGFR2 Gene Mutation;FGFR2 Gene Translocation;FGFR3 Gene Amplification;FGFR3 Gene Mutation;FGFR3 Gene Translocation;Metastatic Colorectal Carcinoma;Stage III Colorectal Cancer AJCC v8;Stage IIIA Colorectal Cancer AJCC v8;Stage IIIB Colorectal Cancer AJCC v8;Stage IIIC Colorectal Cancer AJCC v8;Stage IV Colorectal Cancer AJCC v8;Stage IVA Colorectal Cancer AJCC v8;Stage IVB Colorectal Cancer AJCC v8;Stage IVC Colorectal Cancer AJCC v8;Unresectable Colorectal Carcinoma,2020-08-31,No,No,No,No,No,No,No,No,Yes,CT.gov,Phase 2,No,Yes,No,No,No,No,Yes,Treatment,NA,24,NA,NA,NA,FALSE,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,2019-09-12,Phase 2,Pemigatinib for the Treatment of Metastatic or Unresectable Colorectal Cancer Harboring FGFR Alterations,United States,Academic and Community Cancer Research United,Drug: Pemigatinib;Other: Quality-of-Life Assessment
