study_arm,TrialID,url,Scientific_title,primary_purpose,multicentre,Study_design,control_arm,randomisation,blinding,prospective,Source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,Date_enrollment_format,sample_size,Conditions,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor
main,CTRI/2019/08/020943,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=27713,"A Phase 2, randomized, prospective, double-masked, vehicle controlled study to assess the efficacy and safety of NexagonÂ® (NEXAGON) applied topically in subjects with corneal persistent epithelial defects (PED) resulting from severe ocular chemical and/or thermal injuries. - EXPEDE",NA,Yes,Other<br>  Method of generating randomization sequence:Stratified block randomization  Method of allocation concealment:Centralized  Blinding and masking:Double Blind Double Dummy,Yes,Yes,Yes,Yes,CTRI,Phase 2,No,Yes,No,Yes,No,No,2020-05-15,108,Health Condition 1: H160- Corneal ulcer,FALSE,FALSE,2019-08-28,Phase 2,To study the efficacy and safety of NexagonÂ® (NEXAGON) applied topically in subjects with corneal persistent epithelial defects (PED) resulting from severe ocular chemical and/or thermal injuries.,India;United States of America,OcuNexus Therapeutics Inc
covid,CTRI/2020/06/025650,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44412,A Prospective Cohort Interventional Study Assessing the Safety and Outcome of Unani Medicine as a Prophylaxis in Population at risk of COVID-19,Prevention,NA,"Other
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Open Label",NA,NA,No,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-06-15,4000,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-06-05,Phase 2,To assess the safety and outcome of herbal medicine in prevention of COVID-19 infection among high risk population,India,Ministry of AYUSH Government of India
covid,CTRI/2020/06/025998,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44707,To Determine the Efficacy of An Ayurvedic Preparation Raj Nirwan Bati (RNB) on symptomatic COVID-19 Patients: A Double-Blind Randomized Controlled Trial - RNB,NA,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Coin toss, Lottery, toss of dice, shuffling cards etc  Method of allocation concealment:Case Record Numbers  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-06-30,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-06-20,Phase 3,Efficacy of An Ayurvedic Preparation Raj Nirwan Bati (RNB) on symptomatic COVID-19 Patients,India,Uttar Pradesh University of Medical Sciences
covid,CTRI/2020/07/026471,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45318,"A prospective, non-randomized, single-arm interventional study to assess the safety and efficacy of Siddha Sasthric Medicines â?? Fixed Regimen in the prevention of COVID-19 disease progression of asymptomatic, and mild at Siddha COVID Care Centre, Chennai, 2020 (SSM-FiRe) - SSM-FiRe",Prevention,NA,"Single Arm Trial
  Method of generating randomization sequence:Not Applicable  Method of allocation concealment:Not Applicable  Blinding and masking:Not Applicable",No,Not applicable,No,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-07-20,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-07-10,Phase 2,A clinical trial to study the effect and safety of the Siddha medicines in patients with Corona Virus disease,India,The Directorate of Indian Medicine and Homoeopathy
covid,CTRI/2020/07/026514,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45580,"A Phase-II, Open Label, Randomized Controlled Trial of Resveretrol-Copper Plus Standard Treatment  Or Sodium-Copper-Chlorophyllin Plus Standard Treatment  Versus Standard Treatment  in Cancer patients with  SARS-CoV-2 Infection who are Symptomatic Or have Pneumonia for Covid 19.",Treatment,NA,"Randomized, Parallel Group, Multiple Arm Trial
  Method of generating randomization sequence:Stratified block randomization  Method of allocation concealment:Centralized  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-07-22,200,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-07-13,Phase 2,Randomized Controlled Trial Of Resveretrol-Copper OR Sodium-Copper-Chlorophyllin Versus Standard Treatment In Severe Covid-19 Cancer Patients.,India,Tata Memorial Centre
covid,CTRI/2020/07/026789,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=45111,"A Phase II, controlled clinical study designed to evaluate the effect of ArtemiC in patients diagnosed with COVID-19 - ArtemiC",NA,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:An Open list of random numbers  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 2,No,No,No,Yes,No,No,2020-07-31,50,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-07-25,Phase 2,A clinical study to see effect of  ArtemiC in patients with COVID-19,India,MGC Pharmaceuticals Ltd
covid,CTRI/2020/08/027038,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=46197,"A Prospective ,randomized ,double blind,placebo controlled study to access effects of nano ozonized hydrogen peroxide nebulization on results of RTPCR for noval corona virus thus infectivity and clinical course among mild to moderate sick Covid 19 patients HOPE in Covid 19(Hydrogen Peroxide Inhalation).",NA,NA,"Randomized, Parallel Group, Placebo Controlled Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:On-site computer system  Blinding and masking:Participant and Investigator Blinded",Yes,Yes,Yes,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-08-20,100,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-07,Phase 3,Study  to assess effects of nano ozonised hydrogen peroxide nebulisation on results of RT-PCR for novel corona Virus thus infectivity and clinical course among mild to moderate sick COVID-19 Patients,India,SN medical College
covid,CTRI/2020/08/027503,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=44980,Low Dose Aspirin in Moderate to Severe SARS- CoV-2 Infected Patients: A Pilot Randomized Controlled Trial,NA,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Stratified block randomization  Method of allocation concealment:Sequentially numbered, sealed, opaque envelopes  Blinding and masking:Outcome Assessor Blinded",Yes,Yes,Yes,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2021-06-15,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-08-31,N/A,Effect of blood thinning medicine in COVID-19 infection,India,Dr Souvik Maitra
covid,CTRI/2020/09/027904,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47392,Autologous whole blood injection as treatment for Covid-19 infection,Treatment,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Coin toss, Lottery, toss of dice, shuffling cards etc  Method of allocation concealment:Not Applicable  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-10-02,60,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
",FALSE,FALSE,2020-09-18,N/A,Autologous whole blood injection as treatment for Covid-19 infection,India,Dr M Christopher
covid,CTRI/2020/09/028088,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=47829,"Open Label Randomized trial of Colchicine, Aspirin and Montelukast for prevention of Adult Multisystem Inflammatory Syndrome in SARS-CoV-2 patients - CAM-Covid-19",Prevention,NA,"Randomized, Parallel Group Trial
  Method of generating randomization sequence:Computer generated randomization  Method of allocation concealment:Centralized  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Undefined,No,No,No,Yes,No,No,2020-10-31,34,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: J128- Other viral pneumonia
",FALSE,FALSE,2020-09-28,N/A,"Open Label Randomized trial of Colchicine, Aspirin and Montelukast in Covid-19",India,Vivek Chauhan
covid,CTRI/2020/10/028635,http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=48783,Clinical evaluation of Virunil a standardized ayurvedic herbal compound as an adjuvant in management of COVID-19,Treatment,NA,"Randomized, Parallel Group, Active Controlled Trial
  Method of generating randomization sequence:Other  Method of allocation concealment:Alternation  Blinding and masking:Open Label",Yes,Yes,No,Yes,CTRI,Phase 3,No,No,No,Yes,No,No,2020-11-02,150,"Health Condition 1: B972- Coronavirus as the cause of diseases classified elsewhere
Health Condition 2: J99- Respiratory disorders in diseasesclassified elsewhere
",FALSE,FALSE,2020-10-26,Phase 2/ Phase 3,use of VIRUNIL an Ayurvedic medicie as a supportive treatment in management of COVID-19.,India,NRI ACADEMY OF SCIENCES
im,EUCTR2006-005558-63-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2006-005558-63,"A phase III, randomized, controlled, observer-blind, single-center study to compare immunogenicity and safety of an MF59-adjuvanted inactivated subunit influenza vaccine (FLUAD™) to those of a nonadjuvanted inactivated subunit influenza vaccine, when administered to adults affected by chronic diseases",NA,No,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: noParallel group: noCross over: noOther: yesOther trial design description: observer-blindIf controlled, specify comparator, Other Medicinial Product: yesPlacebo: noOther: noNumber of treatment arms in the trial: 2",Yes,Yes,Yes,NA,EUCTR,Unreported,No,No,No,No,Yes,No,2006-11-28,NA,Influenza <br>MedDRA version: 18.1Level: PTClassification code 10022000Term: InfluenzaSystem Organ Class: 10021881 - Infections and infestations;Therapeutic area: Diseases [C] - Virus Diseases [C02],NCT00519064,FALSE,2016-03-24,NULL,"A phase III, randomized, controlled, observer-blind, single-center study to compare immunogenicity and safety of an MF59-adjuvanted inactivated subunit influenza vaccine (FLUAD™) to those of a nonadjuvanted inactivated subunit influenza vaccine, when administered to adults affected by chronic diseases",Italy,Novartis Vaccines and Diagnostics S.r.l.
im,EUCTR2015-003026-14-PL,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-003026-14,"A PHASE 3, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, COMPARATOR-CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF INTRAVENOUS TO ORAL DELAFLOXACIN IN ADULT SUBJECTS WITH COMMUNITY-ACQUIRED BACTERIAL PNEUMONIA",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: yesOther trial design description: IV to oral switch If controlled, specify comparator, Other Medicinial Product: yesPlacebo: noOther: yesOther specify the comparator: Matching Placebo to Delafloxacin oral, Moxifloxacin oral, Moxifloxacin IV and Linezolid IVNumber of treatment arms in the trial: 2",Yes,Yes,Yes,Yes,EUCTR,Phase 3,Yes,Yes,Yes,Yes,Yes,No,2016-09-12,860,Community-Acquired Bacterial Pneumonia <br>MedDRA version: 20.1Level: LLTClassification code 10010120Term: Community acquired pneumoniaSystem Organ Class: 100000004862;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08],EUCTR2015-003026-14-HU,FALSE,2016-06-01,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A STUDY TO EVALUATE THE SAFETY AND EFFICACY OF INTRAVENOUS TO ORAL DELAFLOXACIN IN ADULT SUBJECTS WITH COMMUNITY-ACQUIRED BACTERIAL PNEUMONIA,Serbia;United States;Slovenia;Greece;Spain;Ukraine;Russian Federation;Colombia;Hungary;Argentina;Poland;Brazil;Romania;South Africa;Bulgaria;Georgia;Latvia;Germany,"Melinta Therapeutics, Inc."
im,EUCTR2015-003119-39-FR,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-003119-39,effects of a short therpay of zolpidem with support servo-ventilation versus placebo in patients with central sleep apnea with chronic heart failure - ZODIAC,NA,NA,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: noCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 2",Yes,Yes,Yes,No,EUCTR,Phase 4,No,No,No,No,Yes,No,2015-10-29,NA,"chronic heart failure and central sleep apnea <br>MedDRA version: 18.1Level: PTClassification code 10040979Term: Sleep apnoea syndromeSystem Organ Class: 10038738 - Respiratory, thoracic and mediastinal disorders <br>MedDRA version: 18.1Level: LLTClassification code 10019276Term: Heart disease, unspecifiedSystem Organ Class: 100000004849;Therapeutic area: Diseases [C] - Respiratory Tract Diseases [C08]",FALSE,FALSE,2016-02-25,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): yes,effects of a short therpay of zolpidem with support servo-ventilation versus placebo in patients with central sleep apnea with chronic heart failure,France,Centre Hospitalier Universitaire de Grenoble
im,EUCTR2015-004546-26-BG,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-004546-26,"A Phase 2a Double-blind, Placebo-controlled Study to Assess the Safety and Tolerability of a Single Intravenous Dose of VIS410 in Subjects with Uncomplicated Influenza A Infection",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 3",Yes,Yes,Yes,Yes,EUCTR,Phase 2,Yes,Yes,No,No,Yes,No,2017-01-11,150,Influenza A infection <br>MedDRA version: 19.1Level: LLTClassification code 10022002Term: Influenza A virus infectionSystem Organ Class: 100000004862;Therapeutic area: Diseases [C] - Virus Diseases [C02],EUCTR2015-004546-26-LV,FALSE,2016-12-01,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,"Clinical trial to see if there are differences in flu symptoms when people receive a single infusion of VIS410, the study medicine, compared with those who receive placebo and to find out if VIS410 is safe and well tolerated",Serbia;United States;Estonia;Ukraine;Lithuania;South Africa;Bulgaria;Latvia,"Visterra, Inc."
im,EUCTR2015-005383-42-IT,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005383-42,"Use of buspiron in chemioreflex modulation and central apnea treatment in heart failure patients (BREATH: BuspiRon for chEmoreflex modulation and central Apnea treatment in Heart failure patients). Phase II, monocentric, cross-over, duble dummy, randomized and controlled, pilot study. - BREATH",Treatment,NA,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: yesOther: yesOther trial design description: pilot studyIf controlled, specify comparator, Other Medicinial Product: noPlacebo: yesOther: noNumber of treatment arms in the trial: 2",Yes,Yes,Yes,No,EUCTR,Phase 2,No,No,No,No,Yes,No,2016-05-19,10,patient with central apneas syndrome and heart failure <br>MedDRA version: 20.0Level: LLTClassification code 10011949Term: Decompensation cardiacSystem Organ Class: 100000004849 <br>MedDRA version: 20.0Level: HLTClassification code 10040978Term: Sleep apnoeasSystem Organ Class: 100000004852;Therapeutic area: Diseases [C] - Cardiovascular Diseases [C14],FALSE,FALSE,2019-01-07,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): yesTherapeutic confirmatory - (Phase III): noTherapeutic use (Phase IV): no,BuspiRon for chEmoreflex modulation and central Apnea treatment in Heart failure patients,Italy,FONDAZIONE TOSCANA GABRIELE MONASTERIO
im,EUCTR2015-005482-23-DE,https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2015-005482-23,"Randomized, Double-Blind and Active-Controlled Study in Children and Adolescents Aged 3–17 Years to Assess the Safety and Immunogenicity of Abbott’s Candidate Quadrivalent Influenza Vaccine and its Non-Inferiority versus Trivalent Influenza Vaccine.",NA,Yes,"Controlled: yesRandomised: yesOpen: noSingle blind: noDouble blind: yesParallel group: yesCross over: noOther: noIf controlled, specify comparator, Other Medicinial Product: yesPlacebo: noOther: noNumber of treatment arms in the trial: 3",Yes,Yes,Yes,Yes,EUCTR,Phase 3,No,No,No,No,Yes,No,2016-07-28,1200,Prophylaxis of Influenza <br>MedDRA version: 20.0Level: HLTClassification code 10022005Term: Influenza viral infectionsSystem Organ Class: 100000004862;Therapeutic area: Diseases [C] - Virus Diseases [C02],EUCTR2015-005482-23-HU,FALSE,2016-04-25,Human pharmacology (Phase I): noTherapeutic exploratory (Phase II): noTherapeutic confirmatory - (Phase III): yesTherapeutic use (Phase IV): no,A blinded study to compare the safety and immune response in children and adolescents aged 3-17 years between Abbott's Candidate Quadrivalant Influenza and Trivalent Influenza Vaccine.,Hungary;Estonia;Finland;Poland;Lithuania;Germany,Abbott Biologicals B.V.
