TrialID,url,Scientific_title,Conditions,study_arm,start_date,control_arm,randomisation,blinding,prospective,source_registry,phase_clean,region_Africa,region_N_America,region_L_America,region_Asia,region_Europe,region_Oceania,multicentre,primary_purpose,sponsor_type,sample_size,vaccine,conventional,traditional,subject_blind,caregiver_blind,investigator_blind,outcome_blind,analyst_blind,Study_design,Bridging_flag,Day_inferred,Date_registration_format,Phase,Public_title,Countries,Primary_sponsor,Interventions
NCT03953677,https://clinicaltrials.gov/show/NCT03953677,A Randomized Controlled Pilot Study Evaluating the Effect of Dexmedetomidine on Phenylephrine Response During Refractory Septic Shock,Septic Shock;Vasopressor Resistance,im,2019-10-27T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,No,Treatment,Non industry,36,No,Yes,No,Yes,No,Yes,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,FALSE,2019-05-15T00:00:00Z,Phase 3,Evaluation of the Effect of Dexmedetomidine on Phenylephrine Response During Refractory Septic Shock,France,Centre Hospitalier Universitaire Dijon,Drug: Dexmedetomidine 100 Mcg/mL Intravenous Solution;Drug: 5% glucose Infusion solution
NCT03955445,https://clinicaltrials.gov/show/NCT03955445,"An Open-label, Non-randomized Extension Study to Evaluate the Long-term Efficacy, Safety and Tolerability of LNP023 in Subjects With C3 Glomerulopathy",C3 Glomerulopathy,main,2019-10-03T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,Yes,No,No,Yes,No,Yes,Treatment,Industry,27,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-03T00:00:00Z,Phase 2,OL Extension Study of LNP023 in C3G,United States;France;Germany;Italy;Spain;United Kingdom;France;Germany;Italy;Spain;United Kingdom;United States,Novartis Pharmaceuticals,Drug: LNP023
NCT03957499,https://clinicaltrials.gov/show/NCT03957499,Analgesic Efficacy of Fascia Iliaca Compartment Block With Bupivacaine Versus Bupivacaine With Dexamethasone or Magnesium Sulphate for Dynamic Hip Screw Surgeries Randomized Double Blinded Comparative Study,Analgesia,main,2019-05-01T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,Yes,No,No,No,No,No,No,Treatment,Investigator,60,No,Yes,No,Yes,Yes,No,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Care Provider).",FALSE,TRUE,2019-05-13T00:00:00Z,Phase 1,Analgesic Efficacy of Fascia Iliaca Compartment Block,Egypt,Samaa Rashwan,Drug: Bupivacaine;Drug: Dexamethasone/bupivacaine;Drug: Magnesium Sulfate/bupivacaine
NCT03958097,https://clinicaltrials.gov/show/NCT03958097,A Pilot Study of NK Cell Combined With PD-1 Antibody as Second Line Therapy for Advanced Driver Mutation Negative Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,main,2019-05-17T00:00:00Z,No,Not applicable,No,No,CT.gov,Phase 2,No,No,No,Yes,No,No,No,Treatment,Non industry,20,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-20T00:00:00Z,Phase 2,A Pilot Study of NK Cell Combined With PD-1 Antibody as Second Line Therapy for Advanced Driver Mutation Negative Non-small Cell Lung Cancer,China,First Hospital of Jilin University,Combination Product: NK cell and PD-1 antibody
NCT03958396,https://clinicaltrials.gov/show/NCT03958396,The Pharmacokinetic and Pharmacodynamics Profiles of Remifentanil in Children With Obstructive Sleep Apnea.,Obstructive Sleep Apnea,im,2015-09-01T00:00:00Z,Yes,No,No,No,CT.gov,Phase 1,No,Yes,No,No,No,No,Unreported,Treatment,Non industry,30,No,Yes,No,No,No,No,No,No,Allocation: Non-Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-16T00:00:00Z,Early Phase 1,Remifentanil in Children With Obstructive Sleep Apnea,NULL,Washington University School of Medicine,Drug: Remifentanil Infusion
NCT03958890,https://clinicaltrials.gov/show/NCT03958890,"A Randomized, Double-blind, Multicenter, Phase III Clinical Trial Comparing HLX10 (Recombinant Anti-pd-1 Humanized Monoclonal Antibody Injection) With Placebo Combined With Chemotherapy (Cisplatin + 5-fu) in the First-line Treatment of Locally Advanced/Metastatic Esophageal Squamous Cell Carcinoma (ESCC)",Esophageal Squamous Cell Carcinoma,main,2019-06-19T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,No,No,Yes,No,No,Yes,Treatment,Industry,489,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-05-20T00:00:00Z,Phase 3,A Clinical Trial Comparing HLX10 With Placebo Combined With Chemotherapy (Cisplatin + 5-fu) in the First-line Treatment of Locally Advanced/Metastatic Esophageal Squamous Cell Carcinoma (ESCC),China,Shanghai Henlius Biotech,Drug: HLX10 100 mg in 10 ml Injection;Drug: Placebos
NCT03961308,https://clinicaltrials.gov/show/NCT03961308,"A Phase 1, Open-Label, Randomized, Parallel Group Study to Compare the Pharmacokinetics of Single Subcutaneous Injections of Vedolizumab Administered in Prefilled Syringe Versus Prefilled Syringe in Autoinjector in Healthy Subjects",Healthy Volunteers,main,2018-03-12T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 1,No,Yes,No,No,No,No,Yes,Other,Industry,204,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: None (Open Label).,FALSE,FALSE,2019-05-22T00:00:00Z,Phase 1,A Study to Compare the Pharmacokinetics (PK) of Single Subcutaneous (SC) Injections of Vedolizumab Administered in Prefilled Syringe (PFS) Versus (vs) Prefilled Syringe in Autoinjector (PFS+AI) in Healthy Participants,United States,Takeda,Drug: Vedolizumab SC
NCT03961334,https://clinicaltrials.gov/show/NCT03961334,"MidregiOnal Proatrial Natriuretic Peptide to Guide SEcondary Stroke Prevention: The MOSES-study. An International, Multicentre, Randomised-controlled, Two-arm, Assessor-blinded Trial","Stroke, Ischemic",main,2019-12-05T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 3,No,No,No,No,Yes,No,Yes,Prevention,Non industry,590,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: None (Open Label).,FALSE,FALSE,2019-05-16T00:00:00Z,Phase 3,MidregiOnal Proatrial Natriuretic Peptide to Guide SEcondary Stroke Prevention,Germany;Norway;Spain;Switzerland;United Kingdom;Germany;Norway;Spain;Switzerland;United Kingdom;Greece,University of Zurich,Drug: Dabigatran;Drug: Apixaban;Drug: Edoxaban;Drug: Aspirin;Drug: Clopidogrel
NCT03962725,https://clinicaltrials.gov/show/NCT03962725,"Eliminating Use of Non Depolarizing Neuromuscular Blocking Agents to Reduce Postoperative Pulmonary Complications: A Multi-center, Randomized Control Trial",Respiratory Failure;Respiratory Infection;Aspiration Pneumonia;Pneumonitis;Atelectasis;Bronchospasm,im,2019-08-07T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,Yes,Treatment,Non industry,100,No,Yes,No,Yes,No,No,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Outcomes Assessor).",FALSE,FALSE,2019-05-21T00:00:00Z,Phase 4,Avoiding Neuromuscular Blockers to Reduce Complications,United States,Beth Israel Deaconess Medical Center,Drug: Neuromuscular Blocking Agents;Drug: Anesthetic Adjuncts
NCT03963336,https://clinicaltrials.gov/show/NCT03963336,D-dimer and the Use of Anticoagulation in IIH,Idiopathic Intracranial Hypertension,main,2017-07-22T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 1,Yes,No,No,No,No,No,No,Treatment,Non industry,48,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-15T00:00:00Z,Early Phase 1,Quantitative D-dimer Level and Anticoagulant Therapy in Idiopathic Intracranial Hypertension,Egypt,Fayoum University,Drug: LMWH;Drug: acetazolamide
NCT03964207,https://clinicaltrials.gov/show/NCT03964207,"A Randomized, Open-label, Two-way Crossover Study to Compare Patient Acceptability/Preference of Tiotropium Respimat® With Tiotropium Handihaler® in Patients With Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD).","Pulmonary Disease, Chronic Obstructive",main,2019-11-25T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,Yes,No,No,Yes,Treatment,Industry,71,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-24T00:00:00Z,Phase 4,A Study on Whether Patients Prefer the Spiriva¬¨√Ü Respimat¬¨√Ü or the Spiriva¬¨√Ü Handihaler¬¨√Ü for Treating Their Chronic Obstructive Pulmonary Disease (COPD),China,Boehringer Ingelheim,Drug: Tiotropium Respimat¬¨√Ü (T1);Drug: Tiotropium Handihaler¬¨√Ü (T2)
NCT03965195,https://clinicaltrials.gov/show/NCT03965195,Comparative Effectiveness of Recombinant Versus Standard Dose Quadrivalent Influenza Vaccine in U.S. Nursing Homes,"Influenza;Influenza -Like Illness;Influenza, Human",im,2019-07-20T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,No,Prevention,Industry,1989,Yes,No,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Prevention. Masking: None (Open Label).,FALSE,FALSE,2019-05-20T00:00:00Z,Phase 4,Recombinant Influenza Vaccination in U.S. Nursing Homes,United States,"Insight Therapeutics, LLC",Biological: Recombinant Influenza Vaccine;Biological: Standard Dose Quadrivalent Influenza Vaccine
NCT03966170,https://clinicaltrials.gov/show/NCT03966170,Efficacy of Citicoline as Neuroprotector in Preterm; A Randomized Controlled Trial,Pre-Term,main,2019-05-01T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 3,Yes,No,No,No,No,No,No,Treatment,Investigator,40,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-05-24T00:00:00Z,Phase 3,Citicoline as Neuroprotector in Preterm,Egypt,Sherief Abd-Elsalam,Drug: Citicoline;Drug: Placebo oral tablet
NCT03968640,https://clinicaltrials.gov/show/NCT03968640,Efficacy of Coenzyme Q10 Supplementation on Multi-Organ Dysfunction in Severely Burned Patients,Multiple Organ Failure,im,2019-08-01T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,No,Yes,No,No,No,No,Yes,Treatment,Non industry,290,No,No,Yes,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-05-28T00:00:00Z,Phase 3,Efficacy of Coenzyme Q10 Supplementation on Multi-Organ Dysfunction in Severely Burned Patients,NULL,American Burn Association,Dietary Supplement: CoQ10;Dietary Supplement: Placebo
NCT03969212,https://clinicaltrials.gov/show/NCT03969212,"A Phase IIIB, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Clinical Efficacy Study of Baloxavir Marboxil for the Reduction of Direct Transmission of Influenza From Otherwise Healthy Patients to Household Contacts",Influenza,im,2019-10-10T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Treatment,Industry,3160,No,Yes,No,Yes,No,Yes,No,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Double (Participant, Investigator).",FALSE,FALSE,2019-05-29T00:00:00Z,Phase 3,Study to Assess the Efficacy of Baloxavir Marboxil Versus Placebo to Reduce Onward Transmission of Influenza A or B in Households,United States;Argentina;Brazil;China;Costa Rica;France;Greece;Hong Kong;Hungary;India;Israel;Japan;Mexico;Poland;Singapore;South Africa;Spain;Turkey;United Kingdom;Argentina;Brazil;China;Costa Rica;France;Greece;Hong Kong;Hungary;India;Israel;Japan;Mexico;Poland;Singapore;South Africa;Spain;Turkey;United Kingdom;United States;Egypt;Switzerland,Hoffmann-La Roche,Drug: Baloxavir Marboxil;Drug: Placebo
NCT03969849,https://clinicaltrials.gov/show/NCT03969849,"A Two-Part, Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Effects of a Single Dose of REGN5713-5714-5715 in Healthy Adult Subjects",Healthy Volunteers;Birch Pollen Allergy,main,2019-06-03T00:00:00Z,Yes,Yes,Yes,Yes,CT.gov,Phase 1,No,No,No,No,Yes,No,Yes,Treatment,Industry,96,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Sequential Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-05-28T00:00:00Z,Phase 1,"Study to Assess the Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Effects of a Single Dose of REGN5713-5714-5715 in Healthy Adult Participants",Belgium,Regeneron Pharmaceuticals,Drug: REGN5713-5714-5715;Drug: Matching placebo
NCT03971825,https://clinicaltrials.gov/show/NCT03971825,"A Phase 1, Randomized, 3-Part Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Doses of CC-92252 in Healthy Adult Subjects and Adult Subjects With Psoriasis.",Healthy Volunteers;Psoriasis,main,2018-07-24T00:00:00Z,Yes,Yes,Yes,No,CT.gov,Phase 1,No,No,No,No,Yes,No,No,Treatment,Industry,133,No,Yes,No,Yes,Yes,Yes,Yes,No,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor).",FALSE,FALSE,2019-05-31T00:00:00Z,Phase 1,A Safety Study of CC-92252 in Healthy Adult Subjects and Adult Subjects With Psoriasis,Germany,Celgene,Drug: CC-92252;Other: Placebo
NCT03973112,https://clinicaltrials.gov/show/NCT03973112,"A Single-arm, Open, Multicenter, Phase II Clinical Study Evaluating the Use of HLX10 (Recombinant Anti-pd-1 Humanized Monoclonal Antibody Injection) in Combination With HLX04 (Recombinant Anti-vegf Humanized Monoclonal Antibody Injection) for the Treatment of Advanced Hepatocellular Carcinoma (HCC) Patients With Disease Progression or Intolerant Toxicity After Standard Treatment",Hepatocellular Carcinoma,main,2019-09-24T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Phase 2,No,No,No,Yes,No,No,Yes,Treatment,Industry,150,No,Yes,No,No,No,No,No,No,Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-06-02T00:00:00Z,Phase 2,A Clinical Study Evaluating the Use of HLX10 in Combination With HLX04 for the Treatment of Advanced Hepatocellular Carcinoma (HCC) Patients With Disease Progression or Intolerant Toxicity After Standard Treatment,China,Shanghai Henlius Biotech,Drug: HLX10+HLX04
NCT03973177,https://clinicaltrials.gov/show/NCT03973177,"Phenol Neurolysis of Genicular Nerves for Chronic Knee Pain Following Total Knee Arthroplasty: a Pilot Prospective, Randomized, Crossover Trial","Pain, Chronic",main,2019-05-24T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 4,No,Yes,No,No,No,No,No,Treatment,Non industry,40,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-05-28T00:00:00Z,Phase 4,Phenol Neurolysis of Genicular Nerves for Chronic Knee Pain,United States,Northwestern University,Drug: Phenol Injection;Drug: Methylprednisolone Injection
NCT03973632,https://clinicaltrials.gov/show/NCT03973632,"A Phase I, Open-label, Single-center, Crossover Design of Food-effect Study of SH-1028 Tablets in Healthy Subjects",Healthy Volunteer,main,2019-07-01T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Treatment,Industry,16,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,TRUE,2019-05-31T00:00:00Z,Phase 1,Pharmacokinetic Study of SH-1028 Tablets in Healthy Subjects Under Fasting and Fed Conditions,NULL,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Drug: SH-1028 Tablets
NCT03974854,https://clinicaltrials.gov/show/NCT03974854,Evaluation of Polychemotherapy With XELOXIRI-3 in Elderly or Frail Patients With Advanced Pancreatic Adenocarcinoma (ALIX),Metastatic Pancreatic Adenocarcinoma,main,2019-07-08T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 2,No,No,No,No,Yes,No,Yes,Treatment,Non industry,90,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-06-03T00:00:00Z,Phase 2,Evaluation of Polychemotherapy With XELOXIRI-3 in Elderly or Frail Patients With Advanced Pancreatic Adenocarcinoma,France,Centre Hospitalier Universitaire de Besancon,Drug: XELOXIRI-3;Drug: Gemcitabine
NCT03975010,https://clinicaltrials.gov/show/NCT03975010,"An Open-label, Randomized, Single-dose, Parallel-group Study to Investigate the PK Profile of Single Dose Buprenorphine Transdermal Patch 20 mg Applied for 3 Days, 40 mg for 3 Days and 40 mg for 4 Days in Chinese Subjects With Chronic Pain",Chronic Pain,main,2019-05-13T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 1,No,No,No,Yes,No,No,No,Other,Industry,45,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Basic Science. Masking: None (Open Label).,FALSE,FALSE,2019-05-23T00:00:00Z,Phase 1,Buprenorphine Transdermal Patches Pharmacokinetic Study,China,Mundipharma (China) Pharmaceutical Co. Ltd,Drug: Buprenorphine Transdermal Patch
NCT03977272,https://clinicaltrials.gov/show/NCT03977272,Comparison of Therapeutic Effect Between Combination of Anti-PD-1 Antibody With mFOLFIRINOX and mFOLFIRINOX Alone in Metastatic Pancreatic Cancer Patients: A Randomized Clinical Trial,Pancreatic Cancer,main,2019-03-27T00:00:00Z,Yes,Yes,No,No,CT.gov,Phase 3,No,No,No,Yes,No,No,No,Treatment,Non industry,110,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-06-05T00:00:00Z,Phase 3,Combination of Anti-PD-1 Antibody and Chemotherapy in Metastatic Pancreatic Cancer,China,Zhejiang University,Drug: Combination drug;Drug: Chemotherapy
NCT03978559,https://clinicaltrials.gov/show/NCT03978559,A Prospective Randomized Controlled Study to Compare Efficacy of Caspofungin Combined With Trimethoprim-sulfamethoxazole Versus Trimethoprim/Sulfamethoxazole as First-line Therapy in Non-HIV Patients With Severe Pneumocystis Pneumonia,Pneumocystis Pneumonia,im,2019-08-14T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 4,No,No,No,Yes,No,No,No,Treatment,Investigator,122,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: None (Open Label).,FALSE,FALSE,2019-06-05T00:00:00Z,Phase 4,Trimethoprim/Sulfamethoxazole Combined With Caspofungin as First-line Therapy in PCP,China,Bin Du,Drug: caspofungin;Drug: TMP/SMZ(trimethoprim/sulfisoxazole);Drug: Methylprednisolone
NCT03978845,https://clinicaltrials.gov/show/NCT03978845,Feasibility of Phrenic Nerve Block to Mitigate Self-inflicted Lung Injury in ARF Patients Under Mechanical Ventilation on Spontaneous Breathing,Respiratory Failure;Mechanical Ventilation,im,2019-05-15T00:00:00Z,No,Not applicable,No,Yes,CT.gov,Undefined,No,No,Yes,No,No,No,No,Other,Non industry,10,No,Yes,No,No,No,No,No,No,Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Supportive Care. Masking: None (Open Label).,FALSE,FALSE,2019-05-10T00:00:00Z,N/A,Phrenic Nerve Block to Mitigate Self-inflicted Lung Injury,Brazil,University of Sao Paulo General Hospital,Drug: Lidocaine
NCT03979365,https://clinicaltrials.gov/show/NCT03979365,"A Prospective, Randomized, Multicenter, Open-Label, Pilot Study to Investigate Medication Adherence & Patient Reported Symptom Occurrence & Interference w/ Daily Life Comparing Envarsus XR® & Immediate Release Tacrolimus in Adult Renal Transplant Recipients (SIMPLE)",Kidney Transplant Recipients,main,2019-07-18T00:00:00Z,Yes,Yes,No,Yes,CT.gov,Phase 4,No,Yes,No,No,No,No,Yes,Other,Non industry,240,No,Yes,No,No,No,No,No,No,Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Supportive Care. Masking: None (Open Label).,FALSE,FALSE,2019-05-22T00:00:00Z,Phase 4,Envarsus XR Compared to Immediate Release Tacrolimus,United States,Mayo Clinic,Drug: Envarsus XR;Drug: Tacrolimus twice daily
